vse_id,name,zip_code,city
106770,Weseta Kraftwerke AG,8765,Engi
106780,Elektra Aristau,5628,Aristau
106790,Elektra-Genossenschaft Fischbach-Göslikon,5525,Fischbach-Göslikon
106800,Kraftwerk Schächental AG,6460,Altdorf UR
106810,Comune di Bregaglia,7606,Promontogno
106820,Azienda elettrica comunale Airolo,6780,Airolo
106830,Elektrizitätswerk Herrliberg,8704,Herrliberg
106840,Gemeinde Albula/Alvra,7450,Tiefencastel
106850,Hydrantenkorporation & Elektraversorgung Schoenengrund,9105,Schönengrund
106860,Technische Gemeindebetriebe Hauptwil-Gottshaus,9213,Hauptwil
106870,Elektrizitätswerke des Kantons Zürich - EKZ,8002,Zürich
106880,Technische Betriebe Kemmental,8573,Siegershausen
106890,EE-ENERGIA ENGIADINA,7550,Scuol
106900,Elektrizitätsversorgung Häggenschwil,9312,Häggenschwil
106910,Elektra Genossenschaft Holderbank (SO),4718,Holderbank SO
106920,Elektrizitätsversorgung Diepoldsau,9444,Diepoldsau
106930,Elektrizitätswerk der Gemeinde Neunforn,8526,Oberneunforn
106940,Technische Betriebe Wil,9500,Wil
106950,Calancasca AG,5400,Baden
106960,Officine Idroelettriche di Mesolcina SA (OIM),6558,Lostallo
106970,Albula-Landwasser Kraftwerke AG,5400,Baden
106980,Forces Motrices de Mauvoisin SA,5400,Baden
106990,Kraftwerke Mattmark AG,5400,Baden
107000,Gemeinde Albula/Alvra,7450,Tiefencastel
107010,EWK Energie AG,5742,Kölliken
107020,Elektra Genossenschaft Oberlunkhofen,8917,Oberlunkhofen
107030,GEBNET AG,4583,Aetigkofen
107040,Elektra Ufhusen,6153,Ufhusen
107050,Elektra Bettwil,5618,Bettwil
107060,Einwohnergemeinde Schwadernau,2556,Schwadernau
107070,BKW Energie AG,3013,Bern
107080,Einwohnergemeinde Lengnau,2543,Lengnau BE
107090,Axpo Solutions AG,5401,Baden
107100,"Genossenschaft Elektra, Jegenstorf",3303,Jegenstorf
107110,"Einwohnergemeinde Rüti bei Büren, Abt. Elektrizitätsversorgung",3295,Rüti b. Büren
107120,Elektra Hergiswil-Dorf,6133,Hergiswil b. Willisau
107130,Gemeindewerke Rüti,8630,Rüti
107140,Elektrizitäts-Genossenschaft Benzenschwil,5636,Benzenschwil
107150,Elektrizitätswerk Obergoms AG,3985,Münster VS
107160,Energie- und Wasserversorgung Oberburg,3414,Oberburg
107170,tbgs - Technische Betriebe Glarus Süd,8762,Schwanden
107180,GEBNET AG,4583,Aetigkofen
107190,Technische Betriebe Kemmental,8573,Siegershausen
107200,Elektrizitätsgenossenschaft Gsteig,3785,Gsteig b. Gstaad
107210,Einwohnergemeinde Lüterkofen-Ichertswil,4571,Lüterkofen
107220,Technische Werke der Gemeinde Tobel-Tägerschen,9555,Tobel
107230,Elektra Genossenschaft Kaiserstuhl,5466,Kaiserstuhl
107240,Stromversorgung Gondo - Zwischbergen,3907,Gondo
107250,EW Aadorf,8355,Aadorf
107260,Trimmiser Industrielle Betriebe,7203,Trimmis
107270,Elektra-Genossenschaft Homburg,8508,Homburg
107280,Elektra-Korporation Engishofen,8586,Erlen
107290,Werkbetrieb Elektrizität Amlikon-Bissegg,8514,Amlikon-Bissegg
107300,Elektra Schnottwil,3253,Schnottwil
107310,St. Gallisch-Appenzellische Kraftwerke AG,9000,St. Gallen
107320,GEBNET AG,4583,Aetigkofen
107330,Gemeindeverwaltung Diessbach,3264,Diessbach b. Büren
107340,Elektrizitätsgenossenschaft Moosegg,3438,Lauperswil
107350,Elektra Rüthi (SG),9464,Rüthi (Rheintal)
107360,Vadec SA - Site de La Chaux-de-Fonds,2300,La Chaux-de-Fonds
107370,Elektrizitätswerk der Gemeinde Törbel,3923,Törbel
107380,GEBNET AG,4583,Aetigkofen
107390,GEBNET AG,4583,Aetigkofen
107400,Elektrizitätsversorgung Balgach,9436,Balgach
107410,Politische Gemeinde Müllheim,8555,Müllheim Dorf
107420,Elektrizitätswerk der Gemeinde Surses,7453,Tinizong
107430,Politische Gemeinde Herdern,8506,Lanzenneunforn
107440,EMS-CHEMIE AG,7013,Domat/Ems
107450,Genossenschaft Elektra Busslingen,5453,Remetschwil
107460,Azienda Elettrica Comunale Bedretto,6781,Villa Bedretto
107470,ewl Kraftwerke AG,6005,Luzern
107480,SOGESA,1934,Le Châble VS
107490,Elektrizitätswerk der Politischen Gemeinde Hohentannen,9216,Hohentannen
107500,Arosa Energie,7050,Arosa
107510,Alpen Energie,3860,Meiringen
107520,Gemeindeverwaltung Wuppenau,9514,Wuppenau
107530,"Genossenschaft Elektra, Jegenstorf",3303,Jegenstorf
107540,Genossenschaft Werk Bichelsee-Balterswil,8362,Balterswil
107550,EE-ENERGIA ENGIADINA,7550,Scuol
107560,Elektrizitätsversorgung Siselen,2577,Siselen BE
107570,Licht- und Wasserwerk Adelboden AG,3715,Adelboden
107580,Simmentaler Kraftwerke AG,3013,Bern
107590,Eli10 S.A.,2022,Bevaix
107600,Energieversorgung Büren AG,3294,Büren an der Aare
107610,Localnet AG,3400,Burgdorf
107620,Société des Forces Motrices de Chancy-Pougny SA,1237,Avully
107630,Vadec SA - Site de La Chaux-de-Fonds,2300,La Chaux-de-Fonds
107640,IBC Energie Wasser Chur,7000,Chur
107650,Werke Fehraltorf,8320,Fehraltorf
107660,Energie Gossau AG,8625,Gossau ZH
107670,Elettricità Industriale SA (ELIN),5400,Baden
107680,Elektrizitätswerk Heiden AG,9410,Heiden
107690,Jungfraubahn AG,3800,Interlaken
107700,Kernkraftwerk Leibstadt AG,5325,Leibstadt
107710,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
107720,tbgs - Technische Betriebe Glarus Süd,8762,Schwanden
107730,Elektrizitätsgenossenschaft Lufingen,8426,Lufingen
107740,Societad Ovra electrica Lumbrein,7148,Lumbrein
107750,Technische Gemeindebetriebe Märstetten,8560,Märstetten
107760,Infrastruktur Zürichsee AG,8706,Meilen
107770,Energia Samedan,7503,Samedan
107780,Electricité de la Lienne S.A.,1950,Sion
107790,Leteygeon S.A.,1950,Sion
107800,Gemeindewerke Stäfa,8712,Stäfa
107810,Stadtverwaltung EW Werkbetriebe,8266,Steckborn
107820,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
107830,Energie AG Sumiswald,3455,Grünen
107840,Elektrizitätswerk Tuggen,8856,Tuggen
107850,Kleinkraftwerk Saien AG,9107,Urnäsch
107860,Energie Wettingen AG,5430,Wettingen
107870,Elektrizitätswerk Wigoltingen,8556,Wigoltingen
107880,IB Wohlen AG,5610,Wohlen
107890,Elektra Zufikon,5621,Zufikon
107900,Lizerne et Morge S.A.,1951,Sion
107910,Chemins de fer du Jura SA,2720,Tramelan
107920,Gemischte Gemeinde Brienzwiler,3856,Brienzwiler
107930,GEVAG,7203,Trimmis
107940,Axpo Biomasse AG,5401,Baden
107950,EVG Grächen AG,3925,Grächen
107960,EOF Energie Oberes Fricktal AG,5073,Gipf-Oberfrick
107970,Alpiq AG,4601,Olten
107980,"Iberdrola Generacion S.A., Bilbao,",8001,Zürich
107990,HYDRO Exploitation SA,1950,Sion
108000,Blinnenwerk AG,3998,Reckingen VS
108010,Technische Gemeindebetriebe Hauptwil-Gottshaus,9213,Hauptwil
108020,Elektrizitätsversorgung Egerkingen,4622,Egerkingen
108030,Genossenschaft Werk Bichelsee-Balterswil,8362,Balterswil
108040,Elektrizitätsversorgung Zeihen (EVZ),5079,Zeihen
108050,Elektra-Genossenschaft Künten,5444,Künten
108060,Gemeindeverwaltung Vorderthal,8857,Vorderthal
108070,Elektra Eichberg,9453,Eichberg
108080,Elektra Rüderswil,3437,Rüderswil
108090,Service électricité de Soulce,2864,Commune de Haute-Sorne
108100,GEBNET AG,4583,Aetigkofen
108110,Elektrizitätsgenossenschaft Zeneggen,3934,Zeneggen
108120,Elektrizitätswerk Rheinwald,7435,Splügen
108130,Einwohnergemeinde Arch,3296,Arch
108140,Genossenschaft Elektra Hatswil,8580,Hefenhofen
108150,Elektrizitätsversorgung Leuzigen,3297,Leuzigen
108160,Elektra Oberwil,3298,Oberwil b. Büren
108170,Elektrizitätswerk Zuzwil (SG),9524,Zuzwil SG
108180,Elektrizitätsgenossenschaft Jonen,8916,Jonen
108190,Administration Communale,2825,Courchapoix
108200,Technische Gemeindebetriebe TGB,9220,Bischofszell
108210,Genossenschaft Elektra Rapperswil (BE),3255,Rapperswil BE
108220,Politische Gemeinde Erlen Werkverwaltung Elektrizitätswerk,8586,Erlen
108230,Elektrizitäts-Genossenschaft Aettenschwil,5645,Aettenschwil
108240,Elektra Beinwil,5637,Beinwil (Freiamt)
108250,Elektrizitätswerk Rheinwald,7435,Splügen
108260,Kraftwerke Engelbergeraa  Aa,6370,Oberdorf NW
108270,Genossenschaft Elektra Nennigkofen,4574,Nennigkofen
108280,Elektra Zeiningen,4314,Zeiningen
108290,Werkbetriebe Matzingen,9548,Matzingen
108300,Elektrizitäts-Genossenschaft Brüschwil-Sonnenberg,8580,Hefenhofen
108310,EW der Politischen Gemeinde Wäldi,8564,Hefenhausen
108320,Elektrizitätswerk der Gemeinde Surses,7453,Tinizong
108330,Elektrizitätswerk der politischen Gemeinde Lommis,9506,Lommis
108340,Elektrizitätswerk der Gemeinde Güttingen,8594,Güttingen
108350,St. Gallisch-Appenzellische Kraftwerke AG,9000,St. Gallen
108360,Comune di Bregaglia,7606,Promontogno
108370,Technische Betriebe Seon AG,5703,Seon
108380,Elektrizitäts-Genossenschaft Schönholzerswilen,8577,Schönholzerswilen
108390,Elektra Horn AG,9326,Horn
108400,Elektrizitätswerk Riedbach,3932,Visperterminen
108410,Aziende Industriali di Lugano (AIL) SA,6933,Muzzano
108420,Technische Gemeindebetriebe Märstetten,8560,Märstetten
108430,Elektrizitätsgenossenschaft Allenwinden,6319,Allenwinden
108440,Elektra Oberwil-Lieli,8966,Oberwil-Lieli
108450,Politische Gemeinde Zihlschlacht-Sitterdorf,8588,Zihlschlacht
108460,Technische Betriebe Glarus,8750,Glarus
108470,Elektrizitätsversorgung Schöftland,5040,Schöftland
108480,"SI Vérossaz, Administration communale",1891,Vérossaz
108490,Elektra-Korporation Reute,9411,Reute AR
108500,GEBNET AG,4583,Aetigkofen
108510,Services industriels de Romanel,1032,Romanel-sur-Lausanne
108520,Elektrizitätsversorgung Villigen (EVV),5234,Villigen
108530,Arosa Energie,7050,Arosa
108540,EV Energieversorgung Biberist,4562,Biberist
108550,Energie- und Wasserversorgung Ins,3232,Ins
108560,Romande Energie SA,1110,Morges
108570,Bas-Valais Energie SA,1110,Morges
108580,B-Valgrid SA,1950,Sion
108590,Valgrid SA,1950,Sion
108600,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
108610,GEBNET AG,4583,Aetigkofen
108620,GEBNET AG,4583,Aetigkofen
108630,GEBNET AG,4583,Aetigkofen
108640,SBB AG - Geschäftsbereich Energie,3052,Zollikofen
108650,Genossenschaft Elektra Egnach,9322,Egnach
108660,Gemeinde Subingen,4553,Subingen
108670,Elektra Steinebrunn,9315,Neukirch
108680,Einwohnergemeinde Kriegstetten,4566,Kriegstetten
108690,Einwohnergemeinde Lommiswil,4514,Lommiswil
108700,Einwohnergemeinde Zuchwil,4528,Zuchwil
108710,Elektrizitätsgenossenschaft Schangnau,6197,Schangnau
108720,Elektra Berneck,9442,Berneck
108730,Elektrizitätsversorgung der Gemeinde Warth-Weiningen,8532,Warth
108740,Elektrizitätsversorgung Bargen,3282,Bargen
108750,Comune di Poschiavo,7742,Poschiavo
108760,Elektra Wolfwil,4628,Wolfwil
108770,Elektrizitätsversorgung Berikon EVB,8965,Berikon
108780,Elektrizitätswerk der politischen Gemeinde Münsterlingen,8596,Münsterlingen
108790,Elektrakorporation Dangwang,8554,Bonau
108800,Genossenschaft Elektra Egnach,9322,Egnach
108810,Elektra Besenbüren,5627,Besenbüren
108820,Viteos SA,2000,Neuchâtel
108830,SEDRE SA,1934,Le Châble VS
108840,VED Visp Energie Dienste AG,3930,Visp
108850,EVWR Energiedienste Visp-Westlich Raron AG,3930,Visp
108860,EVR Energieversorgung Raron AG,3930,Visp
108870,EVN Energieversorgung Nikolai AG,3930,Visp
108880,VED Visp Energie Dienste AG,3930,Visp
108890,Services industriels,1869,Massongex
108900,Elektra-Genossenschaft Siglistorf-Wislikofen-Mellstorf,5462,Siglistorf
108910,Società Semplice Comuni Concedenti ELIN,6562,Soazza
108920,Elektrokorporation Wald-St. Peterzell,9105,Schönengrund
108930,Elektrizitäts-Genossenschaft Schönholzerswilen,8577,Schönholzerswilen
108940,Gemeindeverwaltung Wuppenau,9514,Wuppenau
108950,Azienda Elettrica Buseno,6562,Soazza
108960,Azienda Elettrica Cama,6557,Cama
108970,Media Mesolcina Energia,6562,Soazza
108980,Elektra Raperswilen,8558,Raperswilen
108990,Elektrizitätsgenossenschaft Schwenden,3757,Schwenden im Diemtigtal
109000,VED Visp Energie Dienste AG,3930,Visp
109010,Elektrizitäts- und Wasserwerk Niederwil (EWN),5524,Niederwil AG
109020,EW Hüttlingen,8553,Hüttlingen-Mettendorf
109030,Service Electrique de Liddes,1945,Liddes
109040,Elektrizitätsversorgung der Gemeinde Widnau,9443,Widnau
109050,Elektrizitätsversorgung der Gemeinde Rickenbach,9532,Rickenbach b. Wil
109060,Elektrizitäts- und Wasserversorgung Au,9434,Au SG
109070,Gemeinde Albula/Alvra,7450,Tiefencastel
109080,Elektrizitätswerk der politischen Gemeinde Hüttwilen,8536,Hüttwilen
109090,Elektrizitätsversorgungsunternehmen (EVU) Täsch,3929,Täsch
109100,St. Gallisch-Appenzellische Kraftwerke AG,9000,St. Gallen
109110,EE-ENERGIA ENGIADINA,7550,Scuol
109120,Gemeinde Zernez,7530,Zernez
109130,EE-ENERGIA ENGIADINA,7550,Scuol
109140,Politische Gemeinde Bürglen,8575,Bürglen TG
109150,Elektra-Genossenschaft Homburg,8508,Homburg
109160,Energieversorgung,8524,Uesslingen
109170,St. Gallisch-Appenzellische Kraftwerke AG,9000,St. Gallen
109180,Elektrizitätswerk Randa AG,3928,Randa
109190,Elektra-Genossenschaft Waldhäusern,5624,Waldhäusern
109200,Elektrizitätsversorgung,3910,Saas-Grund
109210,Elektrizitätswerk Stalden (VS),3922,Stalden VS
109220,Elektrizitätswerk Wigoltingen,8556,Wigoltingen
109230,Bas-Valais Energie SA,1110,Morges
109240,IBB Energie AG,5200,Brugg
109250,St. Gallisch-Appenzellische Kraftwerke AG,9000,St. Gallen
109260,Società Elettrica Sopracenerina SA (SES),6600,Locarno
109270,Politische Gemeinde Berlingen Elektrizitätswerk,8267,Berlingen
109280,Einwohnergemeinde Lüsslingen-Nennigkofen,4574,Nennigkofen
109290,Werkbetriebe Matzingen,9548,Matzingen
109300,Gemeindebetriebe Büetigen,3263,Büetigen
109310,Elektrogenossenschaft Ulisbach,9631,Ulisbach
109320,Arosa Energie,7050,Arosa
109330,Arosa Energie,7050,Arosa
109340,Elektrizitätswerk der Gemeinde Bussnang,9565,Bussnang
109350,Elektra-Genossenschaft Bellikon-Hausen,5454,Bellikon
109360,Politische Gemeinde Eschenz Elektrizitätswerk,8264,Eschenz
109370,Gemeinde Albula/Alvra,7450,Tiefencastel
109380,Elektrizitätswerk Safiental,7107,Safien Platz
109390,Arosa Energie,7050,Arosa
109400,Elektra Betenwil Baumannshaus,9325,Roggwil TG
109410,Elektrakorporation Wagerswil,8564,Wagerswil
109420,Genossenschaft Elektra Roggwil-Freidorf,9325,Roggwil TG
109430,Elektrizitätswerk der Gemeinde Bussnang,9565,Bussnang
109440,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
109450,Services industriels de la Commune de St. Maurice,1890,St-Maurice
109460,Genossenschaft Stromversorgung,3922,Kalpetran
109470,Elektra Maugwil-Uerental-Boxloo-Weid,9552,Bronschhofen
109480,Elektrizitätsgenossenschaft Oberwil i.S.,3765,Oberwil im Simmental
109490,Energieversorgung Talschaft Lötschen,3952,Susten
109500,Energiedienste Steg Hohtenn,3952,Susten
109510,Azienda Elettrica Comunale Brusio,7743,Brusio
109520,Gemeindeverwaltung Eisten,3922,Eisten
109530,Elektra Niederbuchsiten,4626,Niederbuchsiten
109540,Politische Gemeinde Herdern,8506,Lanzenneunforn
109550,Elektra Fulenbach,4629,Fulenbach
109560,Elektrizitätsversorgung Beinwil am See,5712,Beinwil am See
109570,Elektro-Genossenschaft Oberrüti,5647,Oberrüti
109580,Gommerkraftwerke AG,3995,Ernen
109590,Energieversorgung EVA,2558,Aegerten
109600,Elektra Haeuslenen,8522,Häuslenen
109610,Elektrogenossenschaft Bisisthal,6436,Muotathal
109620,Immobilien Gletsch AG,3988,Ulrichen
109630,Commune mixte de Plateau de Diesse,2515,Prêles
109640,Elektragenossenschaft Mellikon,5415,Nussbaumen AG
109650,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
109660,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
109670,Media Mesolcina Energia,6562,Soazza
109680,Azienda Elettrica Comunale Mesocco,6563,Mesocco
109690,Consorzio azienda elettrica Grevasalvas,7517,Plaun da Lej
109700,Comune di Bregaglia,7606,Promontogno
109710,Comune di Bregaglia,7606,Promontogno
109720,Comune di Bregaglia,7606,Promontogno
109730,Forces Motrices du Grand-St-Bernard,1937,Orsières
109740,Forces Motrices de Sembrancher,1933,Sembrancher
109750,Axpo Power AG,5312,Döttingen
109760,Swissgrid AG,5000,Aarau
109770,EOF Energie Oberes Fricktal AG,5073,Gipf-Oberfrick
109780,Elektrizitätsgenossenschaft Binn,3996,Binn
109790,Aziende Industriali di Lugano (AIL) SA,6933,Muzzano
109800,Stromversorgung Simplon-Dorf,3907,Simplon Dorf
109810,Werke am Zürichsee AG,8700,Küsnacht
109820,MÜVE Biel - Seeland AG,2503,Biel/Bienne
109830,Einwohnergemeinde Luterbach,4542,Luterbach
109840,Einwohnergemeinde Langendorf,4513,Langendorf
109850,Technische Betriebe Glarus,8750,Glarus
109860,Technische Betriebe Glarus Nord,8752,Näfels
109870,Einwohnergemeinde Gerlafingen,4563,Gerlafingen
109880,Genossenschaft Werk Bichelsee-Balterswil,8362,Balterswil
109890,EOF Energie Oberes Fricktal AG,5073,Gipf-Oberfrick
109900,tbgs - Technische Betriebe Glarus Süd,8762,Schwanden
109910,EKZ Einsiedeln AG,8953,Dietikon
109920,Elektrizitätsgenossenschaft Moos-Dieselbach,9116,Wolfertswil
109930,VO Energies Distribution SA,1350,Orbe
109940,Elektrizitätswerk Safiental,7107,Safien Platz
109950,Elektra Gretzenbach AG,5014,Gretzenbach
109960,Repower,7742,Poschiavo
109970,Energia del Moesano SA,6537,Grono
109980,Elektra Trungen,9552,Bronschhofen
109990,Eli10 S.A.,2022,Bevaix
110000,Elektrizitätsversorgung der Gemeinde Sils,7411,Sils im Domleschg
110010,Comune di Bregaglia,7606,Promontogno
110020,Gemeinde Sufers,7434,Sufers
110030,Dransgrid SA,1937,Orsières
110040,Elektrizitätswerk der Gemeinde Surses,7453,Tinizong
110050,SEDRE SA,1934,Le Châble VS
110060,Albula Netz AG,7477,Filisur
110070,ADEV Energiegenossenschaft,4410,Liestal
110080,OIKEN,1951,Sion
110090,Media Mesolcina Energia,6562,Soazza
110100,Energia S-Chanf (ESC),7525,S-chanf
110110,Lonza AG,3930,Visp
